Booking_id,Stay_duration,Room_price,Room_service_cost,Total_bill,Price_per_day,Checkin_month,Checkin_dayofweek,Is_weekend,Room_type_Executive,Room_type_Standard,Room_type_Suite
34,1.4888833064774691,1.4368553108142386,1.2434689441086957,86575,1.3711540585019357,8,5,1,False,False,True
35,-0.01306696738258223,-0.6500805073618523,0.3787110391765138,17825,-0.6651411397073178,9,1,0,False,False,False
36,0.9882332151907854,1.4368553108142386,-0.24045562075492852,73288,1.3317257823697357,5,3,0,False,False,True
37,0.4875831239041016,0.39338740172619313,-0.5690636246291577,41003,0.29858238545514665,4,5,1,True,False,False
38,-0.5137170586692661,-0.6500805073618523,-0.5425443822112375,13026,-0.6945468877676785,9,6,1,False,False,False
39,0.9882332151907854,1.4368553108142386,-0.9022836706630252,72714,1.3071030261528913,12,4,0,False,False,True
40,0.9882332151907854,1.4368553108142386,-1.606773110547776,72103,1.28089308878618,7,4,0,False,False,True
41,0.9882332151907854,-1.171814461905875,0.4628808085899128,13898,-1.2159144471048395,7,6,1,False,True,False
42,-0.01306696738258223,1.4368553108142386,-0.35114463258624784,49192,1.353174176286848,12,0,0,False,False,True
43,-1.5150172412426337,0.39338740172619313,0.42252543969307765,9863,0.7264521060288325,7,0,0,True,False,False
44,-1.01436714995595,0.39338740172619313,-0.33384947448760416,17207,0.4022810803656001,8,6,1,True,False,False
45,-1.5150172412426337,-0.6500805073618523,-1.6482814899845208,4067,-0.7653265876941484,11,4,0,False,False,False
46,1.4888833064774691,1.4368553108142386,0.07777528826011444,85564,1.3339809277873063,5,0,0,False,False,True
47,-0.01306696738258223,-1.171814461905875,0.7292262433090249,10129,-1.1603416584656019,2,4,0,False,True,False
48,1.4888833064774691,-0.6500805073618523,1.376065156198297,30690,-0.6836633598828809,12,4,0,False,False,False
49,1.4888833064774691,-1.171814461905875,-1.500696140876095,14195,-1.2901626587333337,9,0,0,False,True,False
50,-0.5137170586692661,0.39338740172619313,0.625455294717163,26039,0.4218849124058405,9,6,1,True,False,False
51,-0.01306696738258223,-1.171814461905875,0.46172779805000325,9897,-1.175269740631912,11,2,0,False,True,False
52,-1.01436714995595,0.39338740172619313,0.981735551549222,18348,0.5491167851221496,11,4,0,True,False,False
53,-1.5150172412426337,0.39338740172619313,-0.24045562075492852,9288,0.578458188000759,1,0,0,True,False,False
54,-0.01306696738258223,-1.171814461905875,0.8041719284031473,10194,-1.156159221651765,1,4,0,False,True,False
55,-1.5150172412426337,-0.6500805073618523,-1.076388262189371,4563,-0.6376657470994972,1,0,0,False,False,False
56,1.4888833064774691,-0.6500805073618523,1.2319388387096,30565,-0.6882594442936907,3,2,0,False,False,False
57,1.4888833064774691,-1.171814461905875,0.3717929759370563,15819,-1.2304503300680936,3,0,0,False,True,False
58,-1.5150172412426337,1.4368553108142386,0.06855120394083783,13556,1.6769591308595724,3,4,0,False,False,True
59,-1.01436714995595,1.4368553108142386,-0.8734584071652858,24739,1.37157689826773,5,6,1,False,False,True
60,-1.5150172412426337,0.39338740172619313,0.8606694448587165,10243,0.8242567822908636,5,2,0,True,False,False
61,-1.5150172412426337,0.39338740172619313,-1.0348798827526264,8599,0.4011228670940761,10,5,1,True,False,False
62,0.4875831239041016,-1.171814461905875,0.10083549905830597,11584,-1.2157943360989034,8,5,1,False,True,False
63,-1.01436714995595,-1.171814461905875,-0.06058597652903467,5444,-1.1115036655163377,5,6,1,False,True,False
64,-1.5150172412426337,0.39338740172619313,0.17924021577215712,9652,0.6721447726307046,8,4,0,True,False,False
65,0.4875831239041016,-1.171814461905875,-1.2170555480583394,10441,-1.2746315702923254,9,1,0,False,True,False
66,0.4875831239041016,0.39338740172619313,0.9482982458918443,42319,0.3663249928029532,3,2,0,True,False,False
67,1.4888833064774691,-0.6500805073618523,1.4625409466915151,30765,-0.6809057092363952,7,3,0,False,False,False
68,-1.01436714995595,1.4368553108142386,-1.008360640334706,24622,1.3565201257379176,5,6,1,False,False,True
69,-1.01436714995595,1.4368553108142386,1.2549990495077914,26585,1.6091393092936639,3,6,1,False,False,True
70,0.4875831239041016,0.39338740172619313,-0.08364618732722619,41424,0.3202538426689964,8,0,0,True,False,False
71,-0.5137170586692661,-1.171814461905875,-0.8896005547240198,6725,-1.235132208054572,9,1,0,False,True,False
72,0.4875831239041016,-1.171814461905875,0.11582463607713045,11597,-1.2151251462086898,9,0,0,False,True,False
73,-1.5150172412426337,-0.6500805073618523,-0.8088898169303494,4795,-0.5779534184342571,8,0,0,False,False,False
74,0.4875831239041016,-0.6500805073618523,-0.04444382897030061,21458,-0.7075188764087478,9,4,0,False,False,False
75,-0.5137170586692661,1.4368553108142386,1.0094078045070518,38372,1.4799770811248145,7,6,1,False,False,True
76,-0.01306696738258223,0.39338740172619313,0.31760148056130627,33772,0.3609714736812422,1,4,0,True,False,False
77,-1.5150172412426337,-1.171814461905875,1.1408510060567434,4486,-0.6574840630789087,3,1,0,False,True,False
78,0.4875831239041016,1.4368553108142386,-0.9968305349356104,60632,1.3090076435327307,8,6,1,False,False,True
79,-0.5137170586692661,-1.171814461905875,1.5374866317856377,8830,-1.054536731272488,6,6,1,False,True,False
80,-0.01306696738258223,-1.171814461905875,-0.7950536904514346,8807,-1.2454059887408686,9,5,1,False,True,False
81,0.9882332151907854,0.39338740172619313,1.4579289045318768,50761,0.36538984282816717,12,3,0,True,False,False
82,0.9882332151907854,-1.171814461905875,0.2634099851855562,13725,-1.2233355914001602,1,6,1,False,True,False
83,0.4875831239041016,-0.6500805073618523,-0.8584692701464612,20752,-0.7438610350619027,11,5,1,False,False,False
84,0.4875831239041016,0.39338740172619313,1.7277333708707177,42995,0.4011228670940761,5,5,1,True,False,False
85,0.4875831239041016,-1.171814461905875,0.2195955846689923,11687,-1.2104922931225937,9,5,1,False,True,False
86,-0.01306696738258223,0.39338740172619313,0.8422212762201633,34227,0.3902485313781003,9,0,0,True,False,False
87,-1.5150172412426337,-0.6500805073618523,-0.4283963387601894,5125,-0.4930177785224932,4,0,0,False,False,False
88,0.4875831239041016,-0.6500805073618523,0.6692696952337269,22077,-0.6756551424054862,2,0,0,False,False,False
89,0.9882332151907854,1.4368553108142386,-0.41225419120145534,73139,1.3253341609824367,6,1,0,False,False,True
90,0.9882332151907854,-0.6500805073618523,0.4917060720876522,25923,-0.7000805733982933,10,2,0,False,False,False
91,1.4888833064774691,-1.171814461905875,-1.614844184327143,14096,-1.293802757586695,9,0,0,False,True,False
92,1.4888833064774691,-1.171814461905875,-1.0314208511328977,14602,-1.2751978078917372,1,0,0,False,True,False
93,-0.01306696738258223,-0.6500805073618523,-0.801971753690892,16801,-0.7310306058206861,12,3,0,False,False,False
94,0.4875831239041016,-0.6500805073618523,-0.08134016624740704,21426,-0.7091661130615821,5,3,0,False,False,False
95,1.4888833064774691,-0.6500805073618523,-1.5306744149137441,28169,-0.7763571902800919,10,0,0,False,False,False
96,1.4888833064774691,1.4368553108142386,0.82377310758161,86211,1.3577702606976578,9,3,0,False,False,True
97,-0.5137170586692661,-1.171814461905875,0.2853171854438381,7744,-1.147708554448423,1,1,0,False,True,False
98,1.4888833064774691,-0.6500805073618523,1.6274214538985845,30908,-0.6756477886704287,1,2,0,False,False,False
99,-0.01306696738258223,-0.6500805073618523,1.1789003538737595,18519,-0.6204855835718903,4,6,1,False,False,False
100,1.4888833064774691,1.4368553108142386,-1.0948364308279244,84547,1.2965871850209585,7,1,0,False,False,True
101,0.9882332151907854,-0.6500805073618523,-0.6094189935259928,24968,-0.7410470057799776,5,3,0,False,False,False
102,-1.01436714995595,-0.6500805073618523,0.2138305319694444,9682,-0.5661139049920112,3,6,1,False,False,False
103,0.4875831239041016,1.4368553108142386,-0.9899124716961529,60638,1.3093165004051373,1,0,0,False,False,True
104,0.9882332151907854,-1.171814461905875,1.5605468425838291,14850,-1.175076705086658,10,4,0,False,True,False
105,-1.5150172412426337,-1.171814461905875,-0.4145602122812745,3137,-1.0046906638091195,7,1,0,False,True,False
106,1.4888833064774691,0.39338740172619313,-1.1674760948422276,56484,0.26474785045652954,2,5,1,True,False,False
107,0.4875831239041016,-1.171814461905875,1.2688351759867065,12597,-1.1636490008076208,4,5,1,False,True,False
108,-0.01306696738258223,-1.171814461905875,0.9506042669716634,10321,-1.1479873835693453,9,5,1,False,True,False
109,0.9882332151907854,-0.6500805073618523,1.5836070533820206,26870,-0.6594573153192831,3,6,1,False,False,False
110,0.9882332151907854,1.4368553108142386,-1.2781651066735469,72388,1.293118673318934,10,4,0,False,False,True
111,-1.01436714995595,-1.171814461905875,0.3245195438007637,5778,-1.068521084106445,8,4,0,False,True,False
112,1.4888833064774691,-0.6500805073618523,-0.4099481701216362,29141,-0.7406180379016353,5,4,0,False,False,False
113,0.9882332151907854,-0.6500805073618523,0.4006182394347957,25844,-0.7034694196371971,9,0,0,False,False,False
114,0.4875831239041016,-0.6500805073618523,-0.6866706996999344,20901,-0.7361910893971434,4,0,0,False,False,False
115,1.4888833064774691,1.4368553108142386,-1.4637998035989885,84227,1.2848212089292854,8,6,1,False,False,True
116,-0.01306696738258223,-1.171814461905875,0.30261234354248173,9759,-1.1841493757135964,2,4,0,False,True,False
117,-1.5150172412426337,1.4368553108142386,-0.21508938887691786,13310,1.6136434720162574,3,2,0,False,False,True
118,-0.01306696738258223,-0.6500805073618523,1.1131787530989137,18462,-0.6241532589317166,8,1,0,False,False,False
119,-1.01436714995595,-1.171814461905875,1.6977550968330686,6969,-0.915250861174762,6,2,0,False,True,False
120,0.9882332151907854,1.4368553108142386,-0.9288029130809454,72691,1.306116400032704,6,5,1,False,False,True
121,-1.01436714995595,-0.6500805073618523,1.5836070533820206,10870,-0.41322975315083615,1,5,1,False,False,False
122,-0.01306696738258223,1.4368553108142386,1.109719721479185,50459,1.4346995215657912,10,3,0,False,False,True
123,-1.5150172412426337,1.4368553108142386,-1.5641117205711217,12140,1.3125080214200036,8,3,0,False,False,True
124,0.4875831239041016,-1.171814461905875,0.013206698025178189,11508,-1.2197065231493847,7,2,0,False,True,False
125,1.4888833064774691,1.4368553108142386,-1.3069903701712864,84363,1.2898217487682466,6,3,0,False,False,True
126,-1.01436714995595,-0.6500805073618523,1.2065726068315894,10543,-0.45531150201621007,6,4,0,False,False,False
127,-0.5137170586692661,-1.171814461905875,1.460234925611696,8763,-1.060284900842274,8,5,1,False,True,False
128,1.4888833064774691,-1.171814461905875,-1.6321393424257866,14081,-1.294354287715992,4,5,1,False,True,False
129,-0.5137170586692661,0.39338740172619313,0.7476744119475781,26145,0.43097903142669614,8,0,0,True,False,False
130,-1.01436714995595,-1.171814461905875,0.9275440561734719,6301,-1.0012160239945473,2,0,0,False,True,False
131,-0.5137170586692661,-0.6500805073618523,-1.5652647311110313,12139,-0.7706457893855921,3,5,1,False,False,False
132,0.9882332151907854,-0.6500805073618523,-0.016771576012470788,25482,-0.7189980568331863,2,5,1,False,False,False
133,1.4888833064774691,1.4368553108142386,1.2134906700710468,86549,1.3701980729444871,12,5,1,False,False,True
134,-0.5137170586692661,0.39338740172619313,-0.4249373071404607,25128,0.3437269649718841,3,4,0,True,False,False
135,0.9882332151907854,-1.171814461905875,-1.3750179920259513,12304,-1.284291926912593,11,4,0,False,True,False
136,-0.5137170586692661,0.39338740172619313,1.3749121456583875,26689,0.47765073659033225,8,3,0,True,False,False
137,-1.5150172412426337,0.39338740172619313,0.5528156307028598,9976,0.7555361281804365,11,4,0,True,False,False
138,-0.01306696738258223,1.4368553108142386,-0.4526095600982905,49104,1.3475118002927304,12,1,0,False,False,True
139,1.4888833064774691,1.4368553108142386,0.9367681404927486,86309,1.3613735908757327,3,6,1,False,False,True
140,-1.5150172412426337,0.39338740172619313,0.7580515068067643,10154,0.8013498975873878,11,4,0,True,False,False
141,0.9882332151907854,-1.171814461905875,0.00974766640544946,13505,-1.2327728847236896,5,3,0,False,True,False
142,0.4875831239041016,0.39338740172619313,1.4671529888511534,42769,0.3894892582334343,11,1,0,True,False,False
143,0.9882332151907854,0.39338740172619313,1.7254273497908985,50993,0.3753418976057075,2,5,1,True,False,False
144,0.4875831239041016,0.39338740172619313,-0.6935887629393919,40895,0.2930229617518311,4,3,0,True,False,False
145,-0.5137170586692661,-1.171814461905875,-0.7166489737375834,6875,-1.2222631717043047,3,5,1,False,True,False
146,-0.01306696738258223,-0.6500805073618523,0.6150781998579768,18030,-0.6519503774482939,4,6,1,False,False,False
147,-0.01306696738258223,-0.6500805073618523,-1.3911601395846853,16290,-0.763910993695619,1,4,0,False,False,False
148,-1.01436714995595,0.39338740172619313,-1.5744888154303078,16131,0.2638102492367244,3,2,0,True,False,False
149,1.4888833064774691,0.39338740172619313,1.1224028374181902,58470,0.33777043957547476,6,0,0,True,False,False
150,-1.01436714995595,-0.6500805073618523,-0.028301681411566547,9472,-0.5931388813275724,5,3,0,False,False,False
151,0.9882332151907854,-0.6500805073618523,-0.18049907267963058,25340,-0.7250894007056462,8,1,0,False,False,False
152,0.9882332151907854,1.4368553108142386,-1.7220741645387336,72003,1.276603410002758,12,4,0,False,False,True
153,0.9882332151907854,-0.6500805073618523,0.4213724291531681,25862,-0.7026972774561812,9,1,0,False,False,False
154,-1.5150172412426337,1.4368553108142386,0.7799587070650462,14173,1.8357630394218702,6,5,1,False,False,True
155,-0.5137170586692661,-1.171814461905875,0.09852947797848681,7582,-1.1616071137067117,11,1,0,False,True,False
156,0.9882332151907854,0.39338740172619313,0.18731128955152415,49659,0.31811758263485224,7,4,0,True,False,False
157,-1.01436714995595,-1.171814461905875,-0.7051188683384877,4885,-1.1834415787143318,3,2,0,False,True,False
158,-1.5150172412426337,-0.6500805073618523,0.6600456109144504,6069,-0.25005037222944726,10,5,1,False,False,False
159,1.4888833064774691,-1.171814461905875,-0.40533612796199786,15145,-1.2552324172111797,8,1,0,False,True,False
160,0.4875831239041016,-0.6500805073618523,0.9114019086147379,22287,-0.6648451518712617,5,5,1,False,False,False
161,-1.5150172412426337,-0.6500805073618523,-1.5053081830357333,4191,-0.7334113775454856,9,6,1,False,False,False
162,-1.5150172412426337,0.39338740172619313,-0.24045562075492852,9288,0.578458188000759,12,2,0,True,False,False
163,-0.5137170586692661,-0.6500805073618523,-0.8111958380101686,12793,-0.714536790898427,11,5,1,False,False,False
164,1.4888833064774691,0.39338740172619313,-0.3845819382436255,57163,0.28971378097604805,5,3,0,True,False,False
165,-1.5150172412426337,-1.171814461905875,1.1662172379347542,4508,-0.6518216870847912,4,2,0,False,True,False
166,-0.5137170586692661,-1.171814461905875,1.133932942817286,8480,-1.0845644827564451,8,3,0,False,True,False
167,-1.5150172412426337,-1.171814461905875,0.22997267952817846,3696,-0.8608148374131315,6,1,0,False,True,False
168,1.4888833064774691,1.4368553108142386,-0.08710521894695492,85421,1.3287230072213403,6,2,0,False,False,True
169,1.4888833064774691,-1.171814461905875,0.19884139495061992,15669,-1.235965631361065,7,1,0,False,True,False
170,-1.01436714995595,0.39338740172619313,0.397159207815067,17841,0.4838707708262946,7,2,0,True,False,False
171,0.9882332151907854,0.39338740172619313,-0.8042777747707112,48799,0.2812263450974195,12,1,0,True,False,False
172,0.4875831239041016,1.4368553108142386,1.0151728572065997,62377,1.398833517257596,2,3,0,False,False,True
173,0.9882332151907854,-0.6500805073618523,0.8110899916426048,26200,-0.6881981631682131,4,1,0,False,False,False
174,1.4888833064774691,0.39338740172619313,1.427950630494228,58735,0.34751413852639146,2,3,0,True,False,False
175,0.4875831239041016,1.4368553108142386,-0.6267141516246365,60953,1.325531486206474,2,0,0,False,False,True
176,1.4888833064774691,1.4368553108142386,-0.8250319644890836,84781,1.3051910550379946,10,2,0,False,False,True
177,0.9882332151907854,-0.6500805073618523,0.29800030138284345,25755,-0.707287233754443,5,1,0,False,False,False
178,-0.01306696738258223,-0.6500805073618523,0.3337436281200403,17786,-0.6676506017956199,8,0,0,False,False,False
179,1.4888833064774691,-1.171814461905875,0.29338825922320516,15751,-1.2329505999875743,10,2,0,False,True,False
180,-0.5137170586692661,1.4368553108142386,-0.6209490989250885,36958,1.3586649651296288,4,3,0,False,False,True
181,-0.01306696738258223,-0.6500805073618523,1.1754413222540308,18516,-0.6206786191171444,10,5,1,False,False,False
182,-0.01306696738258223,-0.6500805073618523,1.0566812366433445,18413,-0.627306172837532,1,5,1,False,False,False
183,0.4875831239041016,0.39338740172619313,-1.6863308378015367,40034,0.2487020005615107,9,1,0,True,False,False
184,-0.5137170586692661,1.4368553108142386,-0.7754525112729718,36824,1.3471686259900564,7,1,0,False,False,True
185,0.4875831239041016,0.39338740172619313,-0.1263075773038805,41387,0.318349225289157,12,5,1,True,False,False
186,0.9882332151907854,-0.6500805073618523,-0.7742995007330622,24825,-0.7471812464402715,12,6,1,False,False,False
187,0.9882332151907854,-0.6500805073618523,0.4398205977917213,25878,-0.7020109288508335,8,6,1,False,False,False
188,-1.01436714995595,-0.6500805073618523,-0.1263075773038805,9387,-0.6040775622252996,5,4,0,False,False,False
189,1.4888833064774691,0.39338740172619313,-1.5664177416509408,56138,0.25202588880740817,8,5,1,True,False,False
190,0.4875831239041016,-0.6500805073618523,-0.3130952847692318,21225,-0.7195128182871969,4,3,0,False,False,False
191,0.4875831239041016,0.39338740172619313,-0.6474683413430088,40935,0.29508200756787384,1,4,0,True,False,False
192,-0.5137170586692661,-1.171814461905875,0.44673866103117876,7884,-1.13569745385484,2,3,0,False,True,False
193,-1.5150172412426337,0.39338740172619313,-0.4283963387601894,9125,0.5365051294988876,3,4,0,True,False,False
194,1.4888833064774691,0.39338740172619313,1.6032082325604835,58887,0.35310297716993577,4,5,1,True,False,False
195,0.4875831239041016,-1.171814461905875,1.5397926528654569,12832,-1.1515521066383696,2,6,1,False,True,False
196,-1.01436714995595,-0.6500805073618523,1.2377038914091478,10570,-0.45183686220163793,1,3,0,False,False,False
197,-0.5137170586692661,-0.6500805073618523,-1.0464099881517221,12589,-0.7320386803347905,2,6,1,False,False,False
198,0.4875831239041016,-0.6500805073618523,-1.56872376273076,20136,-0.7755703406289611,11,4,0,False,False,False
199,-1.01436714995595,0.39338740172619313,1.724274339250989,18992,0.6319933792178707,5,2,0,True,False,False
200,0.9882332151907854,-0.6500805073618523,0.9552163091313017,26325,-0.6828360646889352,5,3,0,False,False,False
201,-0.01306696738258223,-0.6500805073618523,-0.26928088425266794,17263,-0.7013031318515688,8,6,1,False,False,False
202,-1.01436714995595,0.39338740172619313,-1.4430456138806163,16245,0.2784809506760291,11,5,1,True,False,False
203,0.9882332151907854,0.39338740172619313,0.4006182394347957,49844,0.3260534883841839,5,4,0,True,False,False
204,0.4875831239041016,-0.6500805073618523,-0.9945245138557912,20634,-0.7499352202192286,10,2,0,False,False,False
205,-1.5150172412426337,-1.171814461905875,-1.4395865822608875,2248,-1.2335021301168714,5,2,0,False,True,False
206,1.4888833064774691,-0.6500805073618523,0.6704227057736365,30078,-0.7061657891582054,12,3,0,False,False,False
207,-1.01436714995595,-1.171814461905875,1.4417867569731428,6747,-0.9438201218723553,7,1,0,False,True,False
208,0.9882332151907854,-0.6500805073618523,1.3530049454001054,26670,-0.6680366728861279,7,2,0,False,False,False
209,1.4888833064774691,1.4368553108142386,0.17001613145288053,85644,1.336922421810225,2,3,0,False,False,True
210,-0.01306696738258223,-0.6500805073618523,0.5850999258203279,18004,-0.6536233521738286,5,3,0,False,False,False
211,-1.01436714995595,0.39338740172619313,1.2503870073481531,18581,0.5791016398182723,9,1,0,True,False,False
212,-0.5137170586692661,-0.6500805073618523,-0.12054252460433262,13392,-0.6631464390730264,3,0,0,False,False,False
213,0.9882332151907854,-1.171814461905875,0.01551271910499734,13510,-1.2325584007845185,3,5,1,False,True,False
214,-0.5137170586692661,0.39338740172619313,-0.5471564243708757,25022,0.33463284595102843,12,1,0,True,False,False
215,-1.01436714995595,1.4368553108142386,1.6516346752366857,26929,1.6534087943385831,11,5,1,False,False,True
216,-0.01306696738258223,1.4368553108142386,0.7638165595063121,50159,1.4153959670403902,9,5,1,False,False,True
217,0.9882332151907854,-0.6500805073618523,-0.26582185263293917,25266,-0.7282637630053787,1,0,0,False,False,False
218,1.4888833064774691,-0.6500805073618523,-1.5594996784114834,28144,-0.7772764071622537,8,4,0,False,False,False
219,-0.01306696738258223,0.39338740172619313,-0.6336322148640939,32947,0.3078866987363898,4,3,0,True,False,False
220,0.9882332151907854,0.39338740172619313,1.6377985487577706,50917,0.37208174173030617,12,5,1,True,False,False
221,-1.5150172412426337,-1.171814461905875,0.8445272972999824,4229,-0.7236309099192825,4,3,0,False,True,False
222,1.4888833064774691,-1.171814461905875,0.7004009798112855,16104,-1.2199712576114474,6,4,0,False,True,False
223,-1.5150172412426337,-0.6500805073618523,-1.220514579678068,4438,-0.6698383379751653,7,3,0,False,False,False
224,0.9882332151907854,-1.171814461905875,-1.6817187956418984,12038,-1.2957024724764965,10,1,0,False,True,False
225,-1.01436714995595,1.4368553108142386,-0.18280509375944973,25338,1.4486624260058312,8,4,0,False,False,True
226,-1.5150172412426337,1.4368553108142386,0.6323733579566205,14045,1.8028183063651861,1,6,1,False,False,True
227,-0.5137170586692661,-1.171814461905875,1.3829832194377545,8696,-1.0660330704120602,9,1,0,False,True,False
228,0.4875831239041016,-0.6500805073618523,-1.4880130249370898,20206,-0.7719670104508863,4,2,0,False,False,False
229,-0.5137170586692661,1.4368553108142386,-1.076388262189371,36563,1.3247765027405913,11,5,1,False,False,True
230,1.4888833064774691,-1.171814461905875,-0.22892551535583278,15298,-1.2496068098923483,7,1,0,False,True,False
231,1.4888833064774691,-1.171814461905875,-1.0417979459920839,14593,-1.2755287259693153,6,0,0,False,True,False
232,-1.5150172412426337,-0.6500805073618523,-0.8688463650056474,4743,-0.5913372162385351,1,6,1,False,False,False
233,-0.5137170586692661,0.39338740172619313,-1.464952814138898,24226,0.26634115971894357,2,0,0,True,False,False
234,1.4888833064774691,-0.6500805073618523,-0.9022836706630252,28714,-0.7563182622489613,3,6,1,False,False,False
235,-1.5150172412426337,1.4368553108142386,-0.5944298565071684,12981,1.5289652128314988,4,2,0,False,False,True
236,0.4875831239041016,-0.6500805073618523,0.9229320140138336,22297,-0.6643303904172511,11,5,1,False,False,False
237,-0.5137170586692661,-1.171814461905875,1.3276387135220948,8648,-1.0701511620441457,4,2,0,False,True,False
238,0.9882332151907854,-1.171814461905875,-0.5379323400515991,13030,-1.2531488589449462,11,6,1,False,True,False
239,-1.01436714995595,-1.171814461905875,-1.5502755940922068,4152,-1.2777716151617906,6,2,0,False,True,False
240,-1.5150172412426337,1.4368553108142386,0.5090012301862958,13938,1.775278568575614,12,2,0,False,False,True
241,-0.5137170586692661,-1.171814461905875,-0.6105720040659024,6967,-1.2143701627428074,7,4,0,False,True,False
242,0.9882332151907854,-0.6500805073618523,1.0682113420424402,26423,-0.6786321794811814,6,1,0,False,False,False
243,-0.01306696738258223,1.4368553108142386,-0.8365620698881793,48771,1.3260848547695354,7,3,0,False,False,True
244,-0.01306696738258223,0.39338740172619313,-0.2565977683136626,33274,0.3289275731690768,3,3,0,True,False,False
245,1.4888833064774691,-1.171814461905875,-0.053667913289577214,15450,-1.244017971248804,8,0,0,False,True,False
246,-0.5137170586692661,0.39338740172619313,0.0604801301614708,25549,0.37984606032830104,1,5,1,True,False,False
247,-0.01306696738258223,1.4368553108142386,-1.1374978208045787,48510,1.3092907623324366,4,1,0,False,False,True
248,-1.01436714995595,0.39338740172619313,-0.8054307853106207,16798,0.34964672169300703,4,1,0,True,False,False
249,0.4875831239041016,-1.171814461905875,-1.3807830447254992,10299,-1.2819411829392773,4,6,1,False,True,False
250,-0.01306696738258223,1.4368553108142386,0.8802706240371793,50260,1.4218948303972752,3,1,0,False,False,True
251,0.4875831239041016,0.39338740172619313,0.6646576530740886,42073,0.35366186103429054,12,6,1,True,False,False
252,1.4888833064774691,-1.171814461905875,-0.7189549948174025,14873,-1.2652334968891017,5,5,1,False,True,False
253,1.4888833064774691,1.4368553108142386,-0.5229432030327746,85043,1.3148244479630515,4,0,0,False,False,True
